,Date,Price,Open,High,Low,Vol.,Change %,BS_CUR_ASSET_REPORT,BS_TOT_ASSET,BS_CUR_LIAB,CF_CASH_FROM_FNC_ACT,CF_CASH_FROM_INV_ACT,TRAIL_12M_EST_COMPARABLE_EPS_ADJ,TRAIL_12M_EST_COMP_EPS_EXCL_STK,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_ASSET,CUR_RATIO,CASH_ST_INVESTMENTS_PER_SH,PX_TO_TANG_BV_PER_SH,CAPEX_TO_DEPR_EXPN_RATIO,BOOK_VAL_PER_SH,TANG_BOOK_VAL_PER_SH,EV_TO_BOOK_VALUE,PX_TO_BOOK_RATIO,CURRENT_EV_TO_BOOK_VALUE,CAPITAL_EXPEND,RETURN_ON_CAP,CUR_MKT_CAP,FREE_FLOAT_MARKET_CAP,AVERAGE_MARKET_CAP,FREE_CASH_FLOW_PER_SH,CASH_FLOW_PER_SH,TRAIL_12M_CASH_FLOW_PER_SH,PX_TO_FREE_CASH_FLOW,PX_TO_CASH_FLOW,SHORT_AND_LONG_TERM_DEBT,TOTAL_DEBT_TO_CURRENT_EV,NET_DEBT_PER_SHARE,NET_DEBT_TO_EBITDA,DVD_PAYOUT_RATIO,INDX_GENERAL_EARN,INDX_GENERAL_PE_RATIO,EBIT,EBITDA,EBITDA_MARGIN,TRAIL_12M_EPS_BEF_XO_ITEM,T12_EPS_CONT_OPS,TRAIL_12M_EBITDA_PER_SHARE,TRAIL_12M_EPS,EARN_YLD,PX_TO_EBITDA,CURRENT_EV_TO_T12M_EBITDA,CURRENT_EV_TO_T12M_EBIT,LONG_TERM_PRICE_EARNINGS_RATIO,ENTERPRISE_VALUE,EV_TO_T12M_SALES,EV_TO_BOOK_VALUE1,TOTAL_DEBT_TO_EV1,CURR_ENTP_VAL,CURRENT_EV_TO_12M_SALES,CURRENT_EV_TO_T12M_EBITDA1,CURRENT_EV_TO_T12M_EBIT1,CURRENT_EV_TO_BOOK_VALUE1,TOTAL_DEBT_TO_CURRENT_EV1,TOTAL_EQUITY1,RETURN_COM_EQY,TOT_DEBT_TO_TOT_EQY1,FREE_CASH_FLOW_PER_SH1,TRAIL_12M_CAP_EXPEND,OPER_INC_PER_SH,TRAIL_12M_CASH_FROM_INV_ACT,OPER_MARGIN,PROF_MARGIN,TRAIL_12M_OPER_MARGIN,TRAIL_12M_PROF_MARGIN,PX_TO_FREE_CASH_FLOW1,PX_TO_BOOK_RATIO1,PX_TO_SALES_RATIO,PX_TO_CASH_FLOW1,PX_TO_EBITDA1,PX_TO_TANG_BV_PER_SH1,REVENUE_PER_SH,EV_TO_T12M_SALES1,TRAIL_12M_SALES_PER_SH,PX_TO_SALES_RATIO1,TRAIL_12M_EPS_AFTER_XO1,TRAIL_12M_DILUTED_EPS1,TRAIL_12M_EPS_BEF_XO_ITEM1,TRAIL_12M_CAP_EXPEND1,TRAIL_12M_GROSS_MARGIN1,TRAIL_12M_OPER_MARGIN1,TRAIL_12M_PROF_MARGIN1,TRAIL_12M_SALES_PER_SH1,TRAIL_12M_CASH_FLOW_PER_SH1,T12_EPS_CONT_OPS1,TRAIL_12M_EBITDA_PER_SHARE1,TRAIL_12M_EPS1,CURRENT_EV_TO_T12M_EBITDA2,CURRENT_EV_TO_T12M_EBIT2,TRAIL_12M_CASH_FROM_INV_ACT1,TRAIL_12M_CASH_FROM_FNC_ACT,EBIT1,EBITDA1,IS_EPS,IS_DILUTED_EPS,IS_BASIC_EPS_CONT_OPS,IS_DEPR_EXP,PE_RATIO,T12_EPS_AGGTE,INDX_WEIGHTED_BOOK_VAL,INDX_ADJ_PE,INDX_PX_SALES,INDX_ADJ_POSITIVE_PE,INDX_POS_ERN,IDX_ENTERPRISE_VALUE,NET_DPS_12M_AGGTE,NET_AGGTE_DVD_YLD,TURNOVER
2571,2004-09-20,"11,459.78","11,513.26","11,513.26","11,411.50",115.73M,-0.46%,3574.15,28989.54,2716.94,243.75,-1631.38,768.69,768.69,3.05,18.05,1.32,2020.78,2.67,1.55,5388.44,4291.51,3.0795,2.1267,3.0795,-733.33,9.74,1830483.0,1826862.0,11512.47,451.09,1386.69,1386.69,25.4,8.2641,5231.81,0.32,2944.87,1.74,44.46,745.45,15.373,1311.67,1688.04,17.04,850.98,890.0,1688.04,745.45,6.5049,6.7888,9.8302,12.6509,13.82,16593.83,1.6754,3.0795,0.32,16593.83,1.6754,9.8302,12.6509,3.0795,0.32,6200.9,15.52,84.37,451.09,-733.33,1311.67,-1631.38,12.61,8.61,12.61,8.61,25.4,2.1267,1.157,8.2641,6.7888,2.67,9904.59,1.6754,9904.59,1.157,855.27,810.39,850.98,-733.33,28.42,12.61,8.61,9904.59,1386.69,890.0,1688.04,745.45,9.8302,12.6509,-1631.38,243.75,1311.67,1688.04,855.27,810.39,890.0,471.8,15.373,745.45,5388.44,15.373,1.157,12.2642,934.41,16593.83,324.88,2.83,3916469.0
2572,2004-09-17,"11,513.26","11,412.55","11,513.26","11,370.34",136.37M,0.88%,3579.98,29263.65,2707.8,252.42,-1631.81,764.67,764.67,3.01,18.01,1.32,2037.63,2.66,1.57,5410.97,4324.88,3.0792,2.1278,3.0792,-723.9,9.64,1838391.0,1834773.0,11562.21,442.91,1365.77,1365.77,25.99,8.4299,5270.03,0.32,2962.71,1.78,44.59,740.05,15.5575,1302.94,1661.04,16.78,848.39,885.26,1661.04,740.05,6.4278,6.9314,10.0309,12.7878,13.67,16661.67,1.6833,3.0792,0.32,16661.67,1.6833,10.0309,12.7878,3.0792,0.32,6231.33,15.4,84.57,442.91,-723.9,1302.94,-1631.81,12.52,8.58,12.52,8.58,25.99,2.1278,1.1632,8.4299,6.9314,2.66,9898.2,1.6833,9898.2,1.1632,851.46,806.0,848.39,-723.9,28.29,12.52,8.58,9898.2,1365.77,885.26,1661.04,740.05,10.0309,12.7878,-1631.81,252.42,1302.94,1661.04,851.46,806.0,885.26,460.61,15.5575,740.05,5410.97,15.5575,1.1632,12.3626,931.3,16661.67,326.38,2.83,4217496.0
2573,2004-09-16,"11,412.55","11,219.67","11,412.55","11,219.67",175.80M,1.72%,3583.24,29260.28,2710.27,252.39,-1631.63,764.75,764.75,3.01,18.01,1.32,2037.42,2.64,1.57,5410.39,4326.78,3.0617,2.1094,3.0617,-723.82,9.64,1822351.0,1818784.0,11461.33,442.86,1365.61,1365.61,25.77,8.3571,5269.32,0.32,2962.49,1.78,44.59,739.96,15.4232,1302.79,1662.19,16.79,848.3,886.54,1662.19,739.96,6.4837,6.8660000000000005,9.9657,12.7149,13.55,16564.84,1.6737,3.0617,0.32,16564.84,1.6737,9.9657,12.7149,3.0617,0.32,6230.62,15.4,84.57,442.86,-723.82,1302.79,-1631.63,12.52,8.58,12.52,8.58,25.77,2.1094,1.1531,8.3571,6.8660000000000005,2.64,9897.06,1.6737,9897.06,1.1531,851.33,806.0,848.3,-723.82,28.29,12.52,8.58,9897.06,1365.61,886.54,1662.19,739.96,9.9657,12.7149,-1631.63,252.39,1302.79,1662.19,851.33,806.0,886.54,460.92,15.4232,739.96,5410.39,15.4232,1.1531,12.2507,931.58,16564.84,326.91,2.86,5662523.0
2574,2004-09-15,"11,219.67","11,266.42","11,356.62","11,201.74",133.77M,-0.41%,3583.09,29261.9,2710.16,252.41,-1631.72,765.22,765.22,3.01,18.01,1.32,2037.54,2.59,1.57,5410.73,4330.58,3.0297,2.0736,3.0297,-724.05,9.64,1795054.0,1791470.0,11289.65,443.01,1365.69,1365.69,25.33,8.2154,5269.38,0.32,2962.9,1.78,44.59,740.0,15.1617,1302.86,1662.07,16.79,848.34,888.8,1662.07,740.0,6.5956,6.7504,9.8629,12.5821,13.32,16392.79,1.6562,3.0297,0.32,16392.79,1.6562,9.8629,12.5821,3.0297,0.32,6230.96,15.4,84.57,443.01,-724.05,1302.86,-1631.72,12.52,8.58,12.52,8.58,25.33,2.0736,1.1336,8.2154,6.7504,2.59,9897.61,1.6562,9897.61,1.1336,851.4,806.27,848.34,-724.05,28.29,12.52,8.58,9897.61,1365.69,888.8,1662.07,740.0,9.8629,12.5821,-1631.72,252.41,1302.86,1662.07,851.4,806.27,888.8,461.23,15.1617,740.0,5410.73,15.1617,1.1336,12.0348,932.27,16392.79,326.91,2.91,3961312.0
2575,2004-09-14,"11,266.42","11,232.22","11,266.42","11,156.30",107.59M,0.30%,3588.87,29259.57,2714.53,252.39,-1631.59,765.27,765.27,3.01,18.01,1.32,2037.39,2.6,1.57,5410.32,4329.9,3.0388,2.0824,3.0388,-723.99,9.64,1801677.0,1798093.0,11331.3,442.97,1365.58,1365.58,25.43,8.2503,5268.38,0.32,2962.43,1.78,44.59,739.94,15.2261,1302.76,1664.71,16.82,848.28,887.68,1664.71,739.94,6.5677,6.7678,9.8761,12.62,13.39,16440.78,1.6612,3.0388,0.32,16440.78,1.6612,9.8761,12.62,3.0388,0.32,6230.47,15.4,84.56,442.97,-723.99,1302.76,-1631.59,12.52,8.58,12.52,8.58,25.43,2.0824,1.1384,8.2503,6.7678,2.6,9896.82,1.6612,9896.82,1.1384,851.33,806.25,848.28,-723.99,28.29,12.52,8.58,9896.82,1365.58,887.68,1664.71,739.94,9.8761,12.62,-1631.59,252.39,1302.76,1664.71,851.33,806.25,887.68,461.89,15.2261,739.94,5410.32,15.2261,1.1384,12.0909,931.81,16440.78,326.91,2.9,3219031.0
2576,2004-09-13,"11,232.22","11,226.82","11,286.52","11,216.28",99.63M,0.05%,3586.55,29259.85,2712.78,252.39,-1631.6,765.48,765.48,3.01,18.01,1.32,2037.41,2.6,1.57,5410.38,4329.83,3.0315,2.0771,3.0315,-723.69,9.64,1797049.0,1793431.0,11302.19,442.78,1365.59,1365.59,25.38,8.2294,5268.74,0.32,2962.6,1.78,44.59,739.95,15.1875,1302.77,1663.44,16.81,848.28,887.67,1663.44,739.95,6.5843,6.7559,9.86,12.5897,13.3,16401.47,1.6572,3.0315,0.32,16401.47,1.6572,9.86,12.5897,3.0315,0.32,6230.52,15.4,84.56,442.78,-723.69,1302.77,-1631.6,12.52,8.58,12.52,8.58,25.38,2.0771,1.1355,8.2294,6.7559,2.6,9896.92,1.6572,9896.92,1.1355,851.34,806.35,848.28,-723.69,28.29,12.52,8.58,9896.92,1365.59,887.67,1663.44,739.95,9.86,12.5897,-1631.6,252.39,1302.77,1663.44,851.34,806.35,887.67,461.92,15.1875,739.95,5410.38,15.1875,1.1355,12.065999999999999,931.38,16401.47,326.91,2.91,2870859.0
2577,2004-09-10,"11,226.82","11,253.61","11,325.09","11,203.41",138.69M,-0.24%,3578.71,29259.1,2706.84,252.38,-1631.56,765.58,765.58,3.01,18.01,1.32,2037.35,2.59,1.57,5410.21,4328.79,3.0299,2.0751,3.0299,-723.09,9.64,1796001.0,1792349.0,11295.6,442.42,1365.56,1365.56,25.38,8.2214,5269.03,0.32,2962.76,1.78,44.59,739.93,15.1728,1302.74,1659.86,16.77,848.26,888.24,1659.86,739.93,6.5907,6.7637,9.8759,12.5831,13.23,16392.51,1.6564,3.0299,0.32,16392.51,1.6564,9.8759,12.5831,3.0299,0.32,6230.36,15.4,84.57,442.42,-723.09,1302.74,-1631.56,12.52,8.58,12.52,8.58,25.38,2.0751,1.1344,8.2214,6.7637,2.59,9896.66,1.6564,9896.66,1.1344,851.33,806.4,848.26,-723.09,28.29,12.52,8.58,9896.66,1365.56,888.24,1659.86,739.93,9.8759,12.5831,-1631.56,252.38,1302.74,1659.86,851.33,806.4,888.24,461.12,15.1728,739.93,5410.21,15.1728,1.1344,12.0556,931.25,16392.51,324.9,2.89,3843257.0
2578,2004-09-09,"11,253.61","11,183.74","11,285.12","11,167.86",-,0.62%,3581.68,29260.0,2709.09,252.39,-1631.61,765.44,765.44,3.01,18.01,1.32,2037.41,2.6,1.57,5410.37,4329.54,3.0329,2.08,3.0329,-723.26,9.64,1800583.0,1796931.0,11324.42,442.52,1365.6,1365.6,25.43,8.2408,5269.71,0.32,2963.05,1.78,44.59,739.95,15.2085,1302.78,1661.14,16.78,848.29,887.54,1661.14,739.95,6.5753,6.7746,9.8782,12.5954,13.21,16409.05,1.6580000000000001,3.0329,0.32,16409.05,1.6580000000000001,9.8782,12.5954,3.0329,0.32,6230.56,15.4,84.58,442.52,-723.26,1302.78,-1631.61,12.52,8.58,12.52,8.58,25.43,2.08,1.1371,8.2408,6.7746,2.6,9896.96,1.6580000000000001,9896.96,1.1371,851.34,806.4,848.29,-723.26,28.29,12.52,8.58,9896.96,1365.6,887.54,1661.14,739.95,9.8782,12.5954,-1631.61,252.39,1302.78,1661.14,851.34,806.4,887.54,461.55,15.2085,739.95,5410.37,15.2085,1.1371,12.0934,930.56,16409.05,324.9,2.89,4261829.0
2579,2004-09-08,"11,183.74","11,136.36","11,215.59","11,096.19",-,0.43%,3576.34,29256.88,2705.05,252.36,-1631.44,765.53,765.53,3.01,18.01,1.32,2037.23,2.58,1.57,5409.89,4330.27,3.0157,2.0673,3.0157,-723.85,9.64,1790540.0,1786888.0,11261.26,442.88,1365.45,1365.45,25.25,8.1905,5268.16,0.32,2962.15,1.79,44.59,739.88,15.1157,1302.64,1658.52,16.76,848.2,886.7,1658.52,739.88,6.6156,6.7432,9.8368,12.5243,13.14,16314.58,1.6486,3.0157,0.32,16314.58,1.6486,9.8368,12.5243,3.0157,0.32,6229.89,15.4,84.56,442.88,-723.85,1302.64,-1631.44,12.52,8.58,12.52,8.58,25.25,2.0673,1.1301,8.1905,6.7432,2.58,9895.91,1.6486,9895.91,1.1301,851.28,806.49,848.2,-723.85,28.29,12.52,8.58,9895.91,1365.45,886.7,1658.52,739.88,9.8368,12.5243,-1631.44,252.36,1302.64,1658.52,851.28,806.49,886.7,460.59,15.1157,739.88,5409.89,15.1157,1.1301,12.0185,930.54,16314.58,324.9,2.91,2826193.0
2580,2004-09-07,"11,136.36","11,244.21","11,244.21","11,123.77",123.24M,-0.96%,3580.01,29256.79,2707.83,252.36,-1631.43,765.3,765.3,3.01,18.01,1.32,2037.19,2.57,1.57,5409.78,4331.48,3.0113,2.0586,3.0113,-724.44,9.64,1783725.0,1780142.0,11218.4,443.25,1365.45,1365.45,25.12,8.1558,5268.36,0.32,2962.65,1.78,44.59,739.87,15.0517,1302.63,1660.19,16.78,848.19,886.95,1660.19,739.87,6.6438,6.7079,9.8125,12.5059,13.09,16290.65,1.6462,3.0113,0.32,16290.65,1.6462,9.8125,12.5059,3.0113,0.32,6229.87,15.4,84.57,443.25,-724.44,1302.63,-1631.43,12.52,8.58,12.52,8.58,25.12,2.0586,1.1254,8.1558,6.7079,2.57,9895.88,1.6462,9895.88,1.1254,851.28,806.49,848.19,-724.44,28.29,12.52,8.58,9895.88,1365.45,886.95,1660.19,739.87,9.8125,12.5059,-1631.43,252.36,1302.63,1660.19,851.28,806.49,886.95,460.84,15.0517,739.87,5409.78,15.0517,1.1254,11.964,930.82,16290.65,324.9,2.92,3363597.0
2581,2004-09-06,"11,244.21","11,223.91","11,295.16","11,194.25",85.85M,0.18%,3572.55,29250.59,2702.18,252.31,-1631.09,765.03,765.03,3.01,18.0,1.32,2036.74,2.6,1.58,5408.6,4332.06,3.0302,2.079,3.0302,-724.65,9.64,1801046.0,1797479.0,11327.33,443.37,1365.16,1365.16,25.36,8.2366,5266.33,0.32,2961.01,1.79,44.59,739.72,15.2007,1302.36,1656.97,16.75,848.01,886.26,1656.97,739.72,6.5786,6.7860000000000005,9.8909,12.5841,13.21,16388.94,1.6565,3.0302,0.32,16388.94,1.6565,9.8909,12.5841,3.0302,0.32,6228.55,15.4,84.55,443.37,-724.65,1302.36,-1631.09,12.52,8.58,12.52,8.58,25.36,2.079,1.1365,8.2366,6.7860000000000005,2.6,9893.78,1.6565,9893.78,1.1365,851.12,806.15,848.01,-724.65,28.29,12.52,8.58,9893.78,1365.16,886.26,1656.97,739.72,9.8909,12.5841,-1631.09,252.31,1302.36,1656.97,851.12,806.15,886.26,459.65,15.2007,739.72,5408.6,15.2007,1.1365,12.0755,931.16,16388.94,324.9,2.89,2206220.0
2582,2004-09-03,"11,223.91","11,152.19","11,233.12","11,106.75",-,0.64%,3579.2,29252.92,2707.21,252.33,-1631.22,765.27,765.27,3.01,18.01,1.32,2036.85,2.59,1.57,5408.88,4332.29,3.0266,2.0751,3.0266,-724.71,9.64,1798364.0,1794763.0,11310.47,443.41,1365.27,1365.27,25.31,8.221,5267.79,0.32,2961.34,1.78,44.59,739.77,15.1721,1302.46,1660.03,16.78,848.08,886.99,1660.03,739.77,6.5911,6.7613,9.8615,12.5688,13.24,16370.36,1.6545,3.0266,0.32,16370.36,1.6545,9.8615,12.5688,3.0266,0.32,6229.05,15.4,84.57,443.41,-724.71,1302.46,-1631.22,12.52,8.58,12.52,8.58,25.31,2.0751,1.1344,8.221,6.7613,2.59,9894.57,1.6545,9894.57,1.1344,851.16,806.23,848.08,-724.71,28.29,12.52,8.58,9894.57,1365.27,886.99,1660.03,739.77,9.8615,12.5688,-1631.22,252.33,1302.46,1660.03,851.16,806.23,886.99,460.55,15.1721,739.77,5408.88,15.1721,1.1344,12.0494,931.49,16370.36,324.18,2.89,3676883.0
2583,2004-09-02,"11,152.19","11,145.12","11,195.87","11,108.27",124.72M,0.06%,3574.4,29255.63,2703.58,252.35,-1631.37,765.11,765.11,3.01,18.01,1.32,2037.05,2.57,1.58,5409.42,4331.24,3.0112,2.0616,3.0112,-724.96,9.64,1787267.0,1783703.0,11240.67,443.56,1365.39,1365.39,25.14,8.1677,5267.49,0.32,2961.07,1.79,44.59,739.84,15.0737,1302.58,1657.69,16.75,848.16,886.21,1657.69,739.84,6.6341,6.7275,9.8261,12.505,13.17,16288.75,1.6461,3.0112,0.32,16288.75,1.6461,9.8261,12.505,3.0112,0.32,6229.63,15.4,84.56,443.56,-724.96,1302.58,-1631.37,12.52,8.58,12.52,8.58,25.14,2.0616,1.127,8.1677,6.7275,2.57,9895.49,1.6461,9895.49,1.127,851.2,806.35,848.16,-724.96,28.29,12.52,8.58,9895.49,1365.39,886.21,1657.69,739.84,9.8261,12.505,-1631.37,252.35,1302.58,1657.69,851.2,806.35,886.21,459.59,15.0737,739.84,5409.42,15.0737,1.127,11.9688,931.77,16288.75,324.18,2.91,4051377.0
2584,2004-09-01,"11,145.12","11,160.44","11,212.22","11,098.90",-,-0.14%,3563.97,29250.53,2695.69,252.31,-1631.08,765.23,765.23,3.01,18.0,1.32,2036.7,2.57,1.58,5408.48,4332.47,3.0094,2.0607,3.0094,-724.65,9.64,1786059.0,1782445.0,11233.08,443.37,1365.16,1365.16,25.14,8.164,5266.26,0.32,2960.25,1.79,44.59,739.71,15.0668,1302.36,1652.95,16.71,848.01,886.01,1652.95,739.71,6.6371,6.7426,9.8468,12.4975,13.12,16276.19,1.6451,3.0094,0.32,16276.19,1.6451,9.8468,12.4975,3.0094,0.32,6228.54,15.4,84.55,443.37,-724.65,1302.36,-1631.08,12.52,8.58,12.52,8.58,25.14,2.0607,1.1265,8.164,6.7426,2.57,9893.76,1.6451,9893.76,1.1265,851.03,806.18,848.01,-724.65,28.29,12.52,8.58,9893.76,1365.16,886.01,1652.95,739.71,9.8468,12.4975,-1631.08,252.31,1302.36,1652.95,851.03,806.18,886.01,458.68,15.0668,739.71,5408.48,15.0668,1.1265,11.9598,931.88,16276.19,324.18,2.91,3343514.0
2585,2004-08-31,"11,160.44","11,158.00","11,177.65","11,065.73",-,0.02%,3555.89,29246.69,2689.58,252.28,-1630.87,764.96,764.96,3.01,18.0,1.32,2036.45,2.58,1.58,5407.81,4332.93,3.0135,2.0638,3.0135,-724.47,9.64,1788705.0,1785022.0,11249.72,443.26,1364.98,1364.98,25.18,8.1763,5265.34,0.32,2959.75,1.79,44.59,739.62,15.0895,1302.18,1649.51,16.67,847.9,886.42,1649.51,739.62,6.6271,6.7659,9.8797,12.5148,13.09,16296.6,1.6474,3.0135,0.32,16296.6,1.6474,9.8797,12.5148,3.0135,0.32,6227.72,15.4,84.55,443.26,-724.47,1302.18,-1630.87,12.52,8.58,12.52,8.58,25.18,2.0638,1.1282,8.1763,6.7659,2.58,9892.46,1.6474,9892.46,1.1282,850.92,805.98,847.9,-724.47,28.29,12.52,8.58,9892.46,1364.98,886.42,1649.51,739.62,9.8797,12.5148,-1630.87,252.28,1302.18,1649.51,850.92,805.98,886.42,457.8,15.0895,739.62,5407.81,15.0895,1.1282,11.9722,932.2,16296.6,324.31,2.91,3120736.0
2586,2004-08-30,"11,158.00","11,163.35","11,205.38","11,075.44",35.61M,-0.05%,3540.73,29290.8,2676.96,258.45,-1627.89,756.95,756.95,2.99,18.02,1.32,2037.81,2.57,1.59,5410.47,4335.86,3.0101,2.0623,3.0101,-726.18,9.6,1784246.0,1780663.0,11292.7,438.61,1364.59,1364.59,25.44,8.1768,5278.68,0.32,2974.09,1.76,44.37,735.0,15.1809,1293.91,1688.5,17.13,842.64,881.8,1688.5,735.0,6.5872,6.6082,9.6453,12.5867,13.12,16286.04,1.6518,3.0101,0.32,16286.04,1.6518,9.6453,12.5867,3.0101,0.32,6233.11,15.31,84.69,438.61,-726.18,1293.91,-1627.89,12.49,8.56,12.49,8.56,25.44,2.0623,1.1317,8.1768,6.6082,2.57,9859.45,1.6518,9859.45,1.1317,845.61,799.47,842.64,-726.18,28.05,12.49,8.56,9859.45,1364.59,881.8,1688.5,735.0,9.6453,12.5867,-1627.89,258.45,1293.91,1688.5,845.61,799.47,881.8,456.62,15.1809,735.0,5410.47,15.1809,1.1317,12.0024,929.65,16286.04,324.03,2.9,1132892.0
2587,2004-08-27,"11,163.35","11,017.06","11,188.42","10,977.15",110.10M,1.33%,3541.31,29291.08,2677.4,258.45,-1627.9,756.96,756.96,2.99,18.02,1.32,2037.82,2.57,1.59,5410.48,4335.77,3.01,2.0633,3.01,-726.14,9.6,1783529.0,1779979.0,11288.16,438.58,1364.6,1364.6,25.45,8.1807,5279.03,0.32,2974.17,1.76,44.37,735.01,15.187999999999999,1293.92,1688.73,17.13,842.65,880.82,1688.73,735.01,6.5842,6.6105,9.6436,12.5862,13.11,16285.5,1.6518,3.01,0.32,16285.5,1.6518,9.6436,12.5862,3.01,0.32,6233.17,15.31,84.69,438.58,-726.14,1293.92,-1627.9,12.49,8.56,12.49,8.56,25.45,2.0633,1.1322,8.1807,6.6105,2.57,9859.54,1.6518,9859.54,1.1322,845.63,799.48,842.65,-726.14,28.05,12.49,8.56,9859.54,1364.6,880.82,1688.73,735.01,9.6436,12.5862,-1627.9,258.45,1293.92,1688.73,845.63,799.48,880.82,456.54,15.187999999999999,735.01,5410.48,15.187999999999999,1.1322,12.0127,929.29,16285.5,325.1,2.91,3313543.0
2588,2004-08-26,"11,017.06","10,970.40","11,075.25","10,970.40",97.94M,0.43%,3545.0,29290.94,2680.2,258.45,-1627.9,756.92,756.92,2.99,18.02,1.32,2037.82,2.54,1.59,5410.48,4334.93,2.9821,2.0362,2.9821,-725.92,9.6,1762472.0,1758956.0,11154.89,438.45,1364.6,1364.6,25.13,8.0735,5279.38,0.33,2974.6,1.76,44.37,735.01,14.989,1293.91,1690.35,17.14,842.65,883.02,1690.35,735.01,6.6715,6.5176,9.545,12.4694,13.02,16134.4,1.6364,2.9821,0.33,16134.4,1.6364,9.545,12.4694,2.9821,0.33,6233.14,15.31,84.7,438.45,-725.92,1293.91,-1627.9,12.49,8.56,12.49,8.56,25.13,2.0362,1.1174,8.0735,6.5176,2.54,9859.49,1.6364,9859.49,1.1174,845.67,799.56,842.65,-725.92,28.05,12.49,8.56,9859.49,1364.6,883.02,1690.35,735.01,9.545,12.4694,-1627.9,258.45,1293.91,1690.35,845.67,799.56,883.02,457.05,14.989,735.01,5410.48,14.989,1.1174,11.8528,929.49,16134.4,325.1,2.95,2867203.0
2589,2004-08-25,"10,970.40","11,042.21","11,042.21","10,924.78",108.24M,-0.65%,3542.52,29292.1,2678.32,258.46,-1627.96,757.15,757.15,2.99,18.02,1.32,2037.91,2.53,1.59,5410.74,4337.36,2.9746,2.0275,2.9746,-725.45,9.6,1755574.0,1752126.0,11111.23,438.16,1364.65,1364.65,25.04,8.039,5279.54,0.33,2974.43,1.76,44.37,735.04,14.925,1293.97,1689.2,17.13,842.68,883.03,1689.2,735.04,6.7002,6.4944,9.5279,12.4382,12.92,16094.59,1.6323,2.9746,0.33,16094.59,1.6323,9.5279,12.4382,2.9746,0.33,6233.39,15.31,84.7,438.16,-725.45,1293.97,-1627.96,12.49,8.56,12.49,8.56,25.04,2.0275,1.1126,8.039,6.4944,2.53,9859.88,1.6323,9859.88,1.1126,845.7,799.65,842.68,-725.45,28.05,12.49,8.56,9859.88,1364.65,883.03,1689.2,735.04,9.5279,12.4382,-1627.96,258.46,1293.97,1689.2,845.7,799.65,883.03,456.86,14.925,735.04,5410.74,14.925,1.1126,11.8015,929.58,16094.59,325.1,2.96,3183564.0
2590,2004-08-24,"11,042.21","11,166.09","11,183.59","11,035.59",109.75M,-1.11%,3536.35,29289.9,2673.66,258.44,-1627.84,756.84,756.84,2.99,18.02,1.32,2037.76,2.55,1.59,5410.35,4335.99,2.9871,2.0409,2.9871,-724.74,9.6,1765828.0,1762381.0,11176.13,437.74,1364.55,1364.55,25.23,8.0922,5278.91,0.33,2974.29,1.76,44.37,734.98,15.0238,1293.87,1686.48,17.11,842.62,881.23,1686.48,734.98,6.6561,6.5475,9.5828,12.4907,12.91,16161.31,1.6392,2.9871,0.33,16161.31,1.6392,9.5828,12.4907,2.9871,0.33,6232.92,15.31,84.69,437.74,-724.74,1293.87,-1627.84,12.49,8.56,12.49,8.56,25.23,2.0409,1.12,8.0922,6.5475,2.55,9859.15,1.6392,9859.15,1.12,845.62,799.46,842.62,-724.74,28.05,12.49,8.56,9859.15,1364.55,881.23,1686.48,734.98,9.5828,12.4907,-1627.84,258.44,1293.87,1686.48,845.62,799.46,881.23,456.15,15.0238,734.98,5410.35,15.0238,1.12,11.8877,928.88,16161.31,325.7,2.95,3680541.0
2591,2004-08-23,"11,166.09","10,938.15","11,166.09","10,938.15",104.85M,2.08%,3522.03,29283.69,2662.83,258.39,-1627.49,756.27,756.27,2.99,18.02,1.32,2037.33,2.58,1.59,5409.18,4333.11,3.0006,2.0643,3.0006,-723.79,9.6,1780408.0,1776995.0,11268.41,437.16,1364.26,1364.26,25.54,8.1847,5277.22,0.33,2973.27,1.77,44.37,734.83,15.1955,1293.6,1679.89,17.04,842.44,879.15,1679.89,734.83,6.5809,6.6469,9.6617,12.5469,13.04,16230.55,1.6466,3.0006,0.33,16230.55,1.6466,9.6617,12.5469,3.0006,0.33,6231.6,15.31,84.68,437.16,-723.79,1293.6,-1627.49,12.49,8.56,12.49,8.56,25.54,2.0643,1.1328,8.1847,6.6469,2.58,9857.06,1.6466,9857.06,1.1328,845.43,799.12,842.44,-723.79,28.05,12.49,8.56,9857.06,1364.26,879.15,1679.89,734.83,9.6617,12.5469,-1627.49,258.39,1293.6,1679.89,845.43,799.12,879.15,454.3,15.1955,734.83,5409.18,15.1955,1.1328,12.0187,929.06,16230.55,325.7,2.92,3920328.0
